,prompt,sample,quality_score,bid_1,bid_2,bid_3,base_alignment,agent1_alignment,agent2_alignment,agent3_alignment,welfare,best_welfare,vcg_baseline
15,0,3,0.50390625,0.33,0.33,0.33,0.2333984375,0.203125,0.1796875,0.2041015625,0.193681640625,0.19625976562500003,0.16564453125
16,0,3,0.50390625,0.4,0.4,0.2,0.185546875,0.224609375,0.20703125,0.1259765625,0.19785156250000002,0.19785156250000002,0.17226562500000003
17,0,3,0.51171875,0.6,0.3,0.1,0.2333984375,0.181640625,0.15234375,0.12060546875,0.16674804687499997,0.21621093749999998,0.19794921875
18,0,3,0.50390625,0.6,0.2,0.2,0.234375,0.1923828125,0.1806640625,0.166015625,0.184765625,0.2208984375,0.1978515625
19,0,3,0.51171875,1.0,0.0,0.0,0.25,0.2109375,0.12255859375,0.12109375,0.2109375,0.251953125,0.251953125
20,0,4,0.51171875,0.33,0.33,0.33,0.220703125,0.197265625,0.1630859375,0.1484375,0.167900390625,0.19625976562500003,0.16564453125
21,0,4,0.5078125,0.4,0.4,0.2,0.2294921875,0.1923828125,0.1826171875,0.15234375,0.18046875,0.19785156250000002,0.17226562500000003
22,0,4,0.5078125,0.6,0.3,0.1,0.2431640625,0.2099609375,0.2001953125,0.1611328125,0.2021484375,0.21621093749999998,0.19794921875
23,0,4,0.5078125,0.6,0.2,0.2,0.23828125,0.216796875,0.1650390625,0.1181640625,0.18671875,0.2208984375,0.1978515625
24,0,4,0.5078125,1.0,0.0,0.0,0.2578125,0.197265625,0.12109375,0.1083984375,0.197265625,0.251953125,0.251953125
25,0,5,0.5078125,0.33,0.33,0.33,0.248046875,0.185546875,0.15234375,0.1943359375,0.17563476562500002,0.19625976562500003,0.16564453125
26,0,5,0.51171875,0.4,0.4,0.2,0.248046875,0.1884765625,0.154296875,0.11474609375,0.16005859375,0.19785156250000002,0.17226562500000003
27,0,5,0.5078125,0.6,0.3,0.1,0.2353515625,0.2255859375,0.1962890625,0.12060546875,0.20629882812499997,0.21621093749999998,0.19794921875
28,0,5,0.5078125,0.6,0.2,0.2,0.220703125,0.1826171875,0.2060546875,0.1279296875,0.17636718750000002,0.2208984375,0.1978515625
29,0,5,0.5078125,1.0,0.0,0.0,0.2412109375,0.2314453125,0.12255859375,0.1142578125,0.2314453125,0.251953125,0.251953125
30,0,6,0.5078125,0.33,0.33,0.33,0.24609375,0.1884765625,0.1640625,0.154296875,0.167255859375,0.19625976562500003,0.16564453125
31,0,6,0.5078125,0.4,0.4,0.2,0.2158203125,0.205078125,0.185546875,0.12255859375,0.18076171875,0.19785156250000002,0.17226562500000003
32,0,6,0.51171875,0.6,0.3,0.1,0.25,0.1845703125,0.1611328125,0.11474609375,0.17055664062499998,0.21621093749999998,0.19794921875
33,0,6,0.5,0.6,0.2,0.2,0.220703125,0.201171875,0.201171875,0.1533203125,0.19160156250000002,0.2208984375,0.1978515625
34,0,6,0.5078125,1.0,0.0,0.0,0.244140625,0.251953125,0.1044921875,0.111328125,0.251953125,0.251953125,0.251953125
35,0,7,0.5078125,0.33,0.33,0.33,0.2275390625,0.1865234375,0.1650390625,0.2001953125,0.18208007812500002,0.19625976562500003,0.16564453125
36,0,7,0.51171875,0.4,0.4,0.2,0.263671875,0.197265625,0.1552734375,0.1533203125,0.1716796875,0.19785156250000002,0.17226562500000003
37,0,7,0.51171875,0.6,0.3,0.1,0.25390625,0.189453125,0.1845703125,0.126953125,0.18173828125,0.21621093749999998,0.19794921875
38,0,7,0.51171875,0.6,0.2,0.2,0.23828125,0.2060546875,0.1806640625,0.134765625,0.18671875,0.2208984375,0.1978515625
39,0,7,0.5078125,1.0,0.0,0.0,0.24609375,0.2255859375,0.1142578125,0.11181640625,0.2255859375,0.251953125,0.251953125
40,0,8,0.51171875,0.33,0.33,0.33,0.251953125,0.189453125,0.138671875,0.16796875,0.1637109375,0.19625976562500003,0.16564453125
41,0,8,0.51171875,0.4,0.4,0.2,0.2392578125,0.1806640625,0.1640625,0.1435546875,0.1666015625,0.19785156250000002,0.17226562500000003
42,0,8,0.5078125,0.6,0.3,0.1,0.19140625,0.173828125,0.146484375,0.140625,0.16230468750000002,0.21621093749999998,0.19794921875
43,0,8,0.5078125,0.6,0.2,0.2,0.22265625,0.2275390625,0.1669921875,0.1181640625,0.1935546875,0.2208984375,0.1978515625
44,0,8,0.5078125,1.0,0.0,0.0,0.263671875,0.2099609375,0.1259765625,0.119140625,0.2099609375,0.251953125,0.251953125
45,0,9,0.5078125,0.33,0.33,0.33,0.2353515625,0.197265625,0.126953125,0.1796875,0.1662890625,0.19625976562500003,0.16564453125
46,0,9,0.51171875,0.4,0.4,0.2,0.2099609375,0.1845703125,0.138671875,0.166015625,0.1625,0.19785156250000002,0.17226562500000003
47,0,9,0.5078125,0.6,0.3,0.1,0.224609375,0.1953125,0.17578125,0.1279296875,0.18271484375,0.21621093749999998,0.19794921875
48,0,9,0.5078125,0.6,0.2,0.2,0.232421875,0.197265625,0.15625,0.1279296875,0.17519531249999998,0.2208984375,0.1978515625
49,0,9,0.5078125,1.0,0.0,0.0,0.2421875,0.1923828125,0.109375,0.1083984375,0.1923828125,0.251953125,0.251953125
50,0,10,0.50390625,0.33,0.33,0.33,0.248046875,0.2138671875,0.1728515625,0.2080078125,0.19625976562500003,0.19625976562500003,0.16564453125
51,0,10,0.5078125,0.4,0.4,0.2,0.2470703125,0.1884765625,0.16015625,0.1357421875,0.16660156250000002,0.19785156250000002,0.17226562500000003
52,0,10,0.51171875,0.6,0.3,0.1,0.2490234375,0.197265625,0.16015625,0.12353515625,0.17875976562499998,0.21621093749999998,0.19794921875
53,0,10,0.50390625,0.6,0.2,0.2,0.248046875,0.216796875,0.1748046875,0.1328125,0.1916015625,0.2208984375,0.1978515625
54,0,10,0.5078125,1.0,0.0,0.0,0.267578125,0.2216796875,0.130859375,0.11572265625,0.2216796875,0.251953125,0.251953125
55,0,11,0.51171875,0.33,0.33,0.33,0.2216796875,0.181640625,0.2021484375,0.205078125,0.194326171875,0.19625976562500003,0.16564453125
56,0,11,0.5078125,0.4,0.4,0.2,0.228515625,0.1875,0.173828125,0.166015625,0.177734375,0.19785156250000002,0.17226562500000003
57,0,11,0.5078125,0.6,0.3,0.1,0.23828125,0.203125,0.16796875,0.130859375,0.1853515625,0.21621093749999998,0.19794921875
58,0,11,0.50390625,0.6,0.2,0.2,0.25390625,0.232421875,0.1826171875,0.142578125,0.20449218749999998,0.2208984375,0.1978515625
59,0,11,0.50390625,1.0,0.0,0.0,0.28515625,0.2060546875,0.12255859375,0.140625,0.2060546875,0.251953125,0.251953125
60,0,12,0.5078125,0.33,0.33,0.33,0.232421875,0.1884765625,0.1669921875,0.2060546875,0.185302734375,0.19625976562500003,0.16564453125
61,0,12,0.5078125,0.4,0.4,0.2,0.25,0.193359375,0.1611328125,0.1875,0.179296875,0.19785156250000002,0.17226562500000003
62,0,12,0.5078125,0.6,0.3,0.1,0.251953125,0.1923828125,0.1484375,0.11865234375,0.171826171875,0.21621093749999998,0.19794921875
63,0,12,0.51171875,0.6,0.2,0.2,0.228515625,0.1767578125,0.1328125,0.11572265625,0.15576171875,0.2208984375,0.1978515625
64,0,12,0.5078125,1.0,0.0,0.0,0.26171875,0.23828125,0.12109375,0.142578125,0.23828125,0.251953125,0.251953125
65,0,13,0.5078125,0.33,0.33,0.33,0.2158203125,0.1796875,0.177734375,0.1953125,0.18240234375,0.19625976562500003,0.16564453125
66,0,13,0.51171875,0.4,0.4,0.2,0.251953125,0.197265625,0.1787109375,0.1494140625,0.1802734375,0.19785156250000002,0.17226562500000003
67,0,13,0.5078125,0.6,0.3,0.1,0.2314453125,0.21484375,0.1943359375,0.140625,0.20126953125,0.21621093749999998,0.19794921875
68,0,13,0.5078125,0.6,0.2,0.2,0.216796875,0.189453125,0.18359375,0.1298828125,0.1763671875,0.2208984375,0.1978515625
69,0,13,0.50390625,1.0,0.0,0.0,0.26171875,0.2451171875,0.12158203125,0.111328125,0.2451171875,0.251953125,0.251953125
70,0,14,0.5078125,0.33,0.33,0.33,0.251953125,0.1640625,0.1865234375,0.1767578125,0.1740234375,0.19625976562500003,0.16564453125
71,0,14,0.5078125,0.4,0.4,0.2,0.21484375,0.1884765625,0.197265625,0.1484375,0.183984375,0.19785156250000002,0.17226562500000003
72,0,14,0.51171875,0.6,0.3,0.1,0.244140625,0.1962890625,0.162109375,0.11474609375,0.17788085937499998,0.21621093749999998,0.19794921875
73,0,14,0.5078125,0.6,0.2,0.2,0.21875,0.1953125,0.1494140625,0.142578125,0.1755859375,0.2208984375,0.1978515625
74,0,14,0.5078125,1.0,0.0,0.0,0.271484375,0.212890625,0.125,0.1220703125,0.212890625,0.251953125,0.251953125
75,0,15,0.51171875,0.33,0.33,0.33,0.248046875,0.19140625,0.1806640625,0.1845703125,0.18369140625000002,0.19625976562500003,0.16564453125
76,0,15,0.5078125,0.4,0.4,0.2,0.2451171875,0.203125,0.1689453125,0.2080078125,0.1904296875,0.19785156250000002,0.17226562500000003
77,0,15,0.5078125,0.6,0.3,0.1,0.25390625,0.19140625,0.17578125,0.126953125,0.1802734375,0.21621093749999998,0.19794921875
78,0,15,0.5078125,0.6,0.2,0.2,0.2470703125,0.2080078125,0.181640625,0.1484375,0.1908203125,0.2208984375,0.1978515625
79,0,15,0.50390625,1.0,0.0,0.0,0.234375,0.2314453125,0.11376953125,0.115234375,0.2314453125,0.251953125,0.251953125
80,0,16,0.5078125,0.33,0.33,0.33,0.1962890625,0.2001953125,0.1708984375,0.19140625,0.185625,0.19625976562500003,0.16564453125
81,0,16,0.5078125,0.4,0.4,0.2,0.2060546875,0.2021484375,0.140625,0.154296875,0.16796875,0.19785156250000002,0.17226562500000003
82,0,16,0.51171875,0.6,0.3,0.1,0.265625,0.197265625,0.171875,0.13671875,0.18359375,0.21621093749999998,0.19794921875
83,0,16,0.51171875,0.6,0.2,0.2,0.244140625,0.1943359375,0.1591796875,0.1337890625,0.1751953125,0.2208984375,0.1978515625
84,0,16,0.5078125,1.0,0.0,0.0,0.2734375,0.2021484375,0.119140625,0.1181640625,0.2021484375,0.251953125,0.251953125
85,0,17,0.5078125,0.33,0.33,0.33,0.2490234375,0.1904296875,0.16015625,0.2080078125,0.18433593750000002,0.19625976562500003,0.16564453125
86,0,17,0.5078125,0.4,0.4,0.2,0.2451171875,0.16796875,0.1689453125,0.18359375,0.171484375,0.19785156250000002,0.17226562500000003
87,0,17,0.51171875,0.6,0.3,0.1,0.2421875,0.23046875,0.1943359375,0.130859375,0.20966796875,0.21621093749999998,0.19794921875
88,0,17,0.5078125,0.6,0.2,0.2,0.2451171875,0.1884765625,0.18359375,0.130859375,0.17597656250000002,0.2208984375,0.1978515625
89,0,17,0.5078125,1.0,0.0,0.0,0.248046875,0.2353515625,0.12060546875,0.11962890625,0.2353515625,0.251953125,0.251953125
90,0,18,0.5078125,0.33,0.33,0.33,0.2294921875,0.2099609375,0.1708984375,0.197265625,0.19078124999999999,0.19625976562500003,0.16564453125
91,0,18,0.5078125,0.4,0.4,0.2,0.2265625,0.1962890625,0.1787109375,0.1416015625,0.17832031250000002,0.19785156250000002,0.17226562500000003
92,0,18,0.5078125,0.6,0.3,0.1,0.236328125,0.224609375,0.2275390625,0.1318359375,0.21621093749999998,0.21621093749999998,0.19794921875
93,0,18,0.51171875,0.6,0.2,0.2,0.2421875,0.1748046875,0.150390625,0.173828125,0.16972656249999998,0.2208984375,0.1978515625
94,0,18,0.5078125,1.0,0.0,0.0,0.251953125,0.2138671875,0.12158203125,0.11083984375,0.2138671875,0.251953125,0.251953125
95,0,19,0.5078125,0.33,0.33,0.33,0.2294921875,0.1953125,0.1806640625,0.16015625,0.17692382812500002,0.19625976562500003,0.16564453125
96,0,19,0.51171875,0.4,0.4,0.2,0.2275390625,0.2021484375,0.1630859375,0.15625,0.17734375000000002,0.19785156250000002,0.17226562500000003
97,0,19,0.5078125,0.6,0.3,0.1,0.2294921875,0.189453125,0.166015625,0.1376953125,0.17724609374999997,0.21621093749999998,0.19794921875
98,0,19,0.5078125,0.6,0.2,0.2,0.263671875,0.1962890625,0.1591796875,0.142578125,0.17812499999999998,0.2208984375,0.1978515625
99,0,19,0.5078125,1.0,0.0,0.0,0.255859375,0.2138671875,0.1142578125,0.11474609375,0.2138671875,0.251953125,0.251953125
100,1,0,0.50390625,0.33,0.33,0.33,0.208984375,0.2451171875,0.2216796875,0.20703125,0.22236328125000002,0.23170898437499998,0.20206054687500002
101,1,0,0.5,0.4,0.4,0.2,0.1884765625,0.24609375,0.189453125,0.1552734375,0.20527343750000004,0.229296875,0.20507812500000003
102,1,0,0.50390625,0.6,0.3,0.1,0.2080078125,0.1494140625,0.263671875,0.162109375,0.1849609375,0.25146484375,0.23017578125000002
103,1,0,0.50390625,0.6,0.2,0.2,0.205078125,0.177734375,0.25390625,0.1728515625,0.1919921875,0.22890624999999998,0.23730468750000003
104,1,0,0.5078125,1.0,0.0,0.0,0.25390625,0.169921875,0.11474609375,0.189453125,0.169921875,0.287109375,0.287109375
105,1,1,0.5,0.33,0.33,0.33,0.212890625,0.130859375,0.263671875,0.2119140625,0.200126953125,0.23170898437499998,0.20206054687500002
106,1,1,0.50390625,0.4,0.4,0.2,0.185546875,0.1953125,0.2265625,0.1357421875,0.19589843750000002,0.229296875,0.20507812500000003
107,1,1,0.5,0.6,0.3,0.1,0.1787109375,0.2216796875,0.216796875,0.15625,0.21367187499999998,0.25146484375,0.23017578125000002
108,1,1,0.50390625,0.6,0.2,0.2,0.2158203125,0.201171875,0.251953125,0.1708984375,0.2052734375,0.22890624999999998,0.23730468750000003
109,1,1,0.498046875,1.0,0.0,0.0,0.2421875,0.12158203125,0.1298828125,0.19140625,0.12158203125,0.287109375,0.287109375
110,1,2,0.5078125,0.33,0.33,0.33,0.255859375,0.228515625,0.251953125,0.1962890625,0.223330078125,0.23170898437499998,0.20206054687500002
111,1,2,0.50390625,0.4,0.4,0.2,0.2138671875,0.208984375,0.2734375,0.181640625,0.229296875,0.229296875,0.20507812500000003
112,1,2,0.50390625,0.6,0.3,0.1,0.2158203125,0.224609375,0.2333984375,0.14453125,0.21923828125,0.25146484375,0.23017578125000002
113,1,2,0.5,0.6,0.2,0.2,0.2177734375,0.232421875,0.2392578125,0.1748046875,0.222265625,0.22890624999999998,0.23730468750000003
114,1,2,0.5078125,1.0,0.0,0.0,0.232421875,0.2314453125,0.1533203125,0.2001953125,0.2314453125,0.287109375,0.287109375
115,1,3,0.50390625,0.33,0.33,0.33,0.1748046875,0.22265625,0.2138671875,0.2373046875,0.22236328125000002,0.23170898437499998,0.20206054687500002
116,1,3,0.50390625,0.4,0.4,0.2,0.201171875,0.19921875,0.2099609375,0.16796875,0.19726562500000003,0.229296875,0.20507812500000003
117,1,3,0.50390625,0.6,0.3,0.1,0.1845703125,0.267578125,0.2333984375,0.1552734375,0.24609375000000003,0.25146484375,0.23017578125000002
118,1,3,0.5078125,0.6,0.2,0.2,0.193359375,0.2314453125,0.208984375,0.1630859375,0.21328125,0.22890624999999998,0.23730468750000003
119,1,3,0.5078125,1.0,0.0,0.0,0.232421875,0.2275390625,0.1328125,0.1962890625,0.2275390625,0.287109375,0.287109375
120,1,4,0.5,0.33,0.33,0.33,0.1826171875,0.2421875,0.19921875,0.259765625,0.23138671875000003,0.23170898437499998,0.20206054687500002
121,1,4,0.5,0.4,0.4,0.2,0.1962890625,0.1806640625,0.244140625,0.181640625,0.20625,0.229296875,0.20507812500000003
122,1,4,0.50390625,0.6,0.3,0.1,0.2138671875,0.2060546875,0.228515625,0.162109375,0.2083984375,0.25146484375,0.23017578125000002
123,1,4,0.50390625,0.6,0.2,0.2,0.1962890625,0.236328125,0.2294921875,0.169921875,0.2216796875,0.22890624999999998,0.23730468750000003
124,1,4,0.5078125,1.0,0.0,0.0,0.224609375,0.1943359375,0.10009765625,0.208984375,0.1943359375,0.287109375,0.287109375
125,1,5,0.50390625,0.33,0.33,0.33,0.1962890625,0.216796875,0.2333984375,0.251953125,0.23170898437499998,0.23170898437499998,0.20206054687500002
126,1,5,0.5,0.4,0.4,0.2,0.1826171875,0.2421875,0.232421875,0.1669921875,0.22324218750000002,0.229296875,0.20507812500000003
127,1,5,0.5078125,0.6,0.3,0.1,0.1953125,0.169921875,0.212890625,0.1533203125,0.18115234374999997,0.25146484375,0.23017578125000002
128,1,5,0.5078125,0.6,0.2,0.2,0.21875,0.212890625,0.15625,0.2138671875,0.2017578125,0.22890624999999998,0.23730468750000003
129,1,5,0.5078125,1.0,0.0,0.0,0.197265625,0.2109375,0.10791015625,0.1865234375,0.2109375,0.287109375,0.287109375
130,1,6,0.50390625,0.33,0.33,0.33,0.18359375,0.2021484375,0.2412109375,0.25390625,0.23009765625,0.23170898437499998,0.20206054687500002
131,1,6,0.5,0.4,0.4,0.2,0.21484375,0.20703125,0.2421875,0.169921875,0.213671875,0.229296875,0.20507812500000003
132,1,6,0.50390625,0.6,0.3,0.1,0.2294921875,0.1376953125,0.251953125,0.1455078125,0.17275390625,0.25146484375,0.23017578125000002
133,1,6,0.498046875,0.6,0.2,0.2,0.2041015625,0.2421875,0.20703125,0.158203125,0.218359375,0.22890624999999998,0.23730468750000003
134,1,6,0.5,1.0,0.0,0.0,0.2373046875,0.1767578125,0.1259765625,0.1943359375,0.1767578125,0.287109375,0.287109375
135,1,7,0.5,0.33,0.33,0.33,0.220703125,0.1259765625,0.2412109375,0.23828125,0.19980468750000002,0.23170898437499998,0.20206054687500002
136,1,7,0.5,0.4,0.4,0.2,0.1884765625,0.2470703125,0.234375,0.1669921875,0.22597656249999998,0.229296875,0.20507812500000003
137,1,7,0.50390625,0.6,0.3,0.1,0.224609375,0.1796875,0.2470703125,0.166015625,0.19853515624999998,0.25146484375,0.23017578125000002
138,1,7,0.50390625,0.6,0.2,0.2,0.224609375,0.1982421875,0.2578125,0.1708984375,0.2046875,0.22890624999999998,0.23730468750000003
139,1,7,0.5078125,1.0,0.0,0.0,0.22265625,0.2021484375,0.11572265625,0.1865234375,0.2021484375,0.287109375,0.287109375
140,1,8,0.5,0.33,0.33,0.33,0.2080078125,0.2236328125,0.267578125,0.189453125,0.224619140625,0.23170898437499998,0.20206054687500002
141,1,8,0.50390625,0.4,0.4,0.2,0.2158203125,0.13671875,0.25,0.1591796875,0.1865234375,0.229296875,0.20507812500000003
142,1,8,0.50390625,0.6,0.3,0.1,0.1962890625,0.1484375,0.236328125,0.1416015625,0.17412109375,0.25146484375,0.23017578125000002
143,1,8,0.50390625,0.6,0.2,0.2,0.2158203125,0.19140625,0.25,0.169921875,0.19882812500000002,0.22890624999999998,0.23730468750000003
144,1,8,0.50390625,1.0,0.0,0.0,0.23046875,0.2109375,0.1240234375,0.197265625,0.2109375,0.287109375,0.287109375
145,1,9,0.50390625,0.33,0.33,0.33,0.201171875,0.23828125,0.2392578125,0.16015625,0.210439453125,0.23170898437499998,0.20206054687500002
146,1,9,0.50390625,0.4,0.4,0.2,0.2041015625,0.173828125,0.2138671875,0.1708984375,0.1892578125,0.229296875,0.20507812500000003
147,1,9,0.5078125,0.6,0.3,0.1,0.1806640625,0.275390625,0.2333984375,0.162109375,0.25146484375,0.25146484375,0.23017578125000002
148,1,9,0.5078125,0.6,0.2,0.2,0.2255859375,0.1708984375,0.1806640625,0.1845703125,0.1755859375,0.22890624999999998,0.23730468750000003
149,1,9,0.5078125,1.0,0.0,0.0,0.2265625,0.287109375,0.1259765625,0.19921875,0.287109375,0.287109375,0.287109375
150,1,10,0.5,0.33,0.33,0.33,0.1787109375,0.25390625,0.15625,0.263671875,0.22236328125,0.23170898437499998,0.20206054687500002
151,1,10,0.50390625,0.4,0.4,0.2,0.2060546875,0.1982421875,0.251953125,0.1552734375,0.21113281250000002,0.229296875,0.20507812500000003
152,1,10,0.50390625,0.6,0.3,0.1,0.208984375,0.1611328125,0.1982421875,0.1630859375,0.1724609375,0.25146484375,0.23017578125000002
153,1,10,0.5,0.6,0.2,0.2,0.193359375,0.2431640625,0.1552734375,0.15625,0.20820312500000002,0.22890624999999998,0.23730468750000003
154,1,10,0.5078125,1.0,0.0,0.0,0.240234375,0.171875,0.130859375,0.19921875,0.171875,0.287109375,0.287109375
155,1,11,0.5,0.33,0.33,0.33,0.1826171875,0.1689453125,0.2216796875,0.21484375,0.19980468750000002,0.23170898437499998,0.20206054687500002
156,1,11,0.50390625,0.4,0.4,0.2,0.24609375,0.142578125,0.2255859375,0.1494140625,0.1771484375,0.229296875,0.20507812500000003
157,1,11,0.50390625,0.6,0.3,0.1,0.1943359375,0.203125,0.240234375,0.15625,0.2095703125,0.25146484375,0.23017578125000002
158,1,11,0.50390625,0.6,0.2,0.2,0.2041015625,0.203125,0.21875,0.1923828125,0.2041015625,0.22890624999999998,0.23730468750000003
159,1,11,0.5078125,1.0,0.0,0.0,0.24609375,0.1572265625,0.0966796875,0.205078125,0.1572265625,0.287109375,0.287109375
160,1,12,0.50390625,0.33,0.33,0.33,0.171875,0.1728515625,0.20703125,0.25,0.20786132812500002,0.23170898437499998,0.20206054687500002
161,1,12,0.498046875,0.4,0.4,0.2,0.189453125,0.1962890625,0.203125,0.1865234375,0.1970703125,0.229296875,0.20507812500000003
162,1,12,0.50390625,0.6,0.3,0.1,0.21484375,0.1533203125,0.259765625,0.154296875,0.1853515625,0.25146484375,0.23017578125000002
163,1,12,0.50390625,0.6,0.2,0.2,0.2041015625,0.24609375,0.2294921875,0.1767578125,0.22890624999999998,0.22890624999999998,0.23730468750000003
164,1,12,0.5078125,1.0,0.0,0.0,0.2080078125,0.283203125,0.14453125,0.1689453125,0.283203125,0.287109375,0.287109375
165,1,13,0.50390625,0.33,0.33,0.33,0.201171875,0.2275390625,0.2294921875,0.2294921875,0.226552734375,0.23170898437499998,0.20206054687500002
166,1,13,0.5,0.4,0.4,0.2,0.1923828125,0.10595703125,0.251953125,0.1962890625,0.182421875,0.229296875,0.20507812500000003
167,1,13,0.5,0.6,0.3,0.1,0.2255859375,0.169921875,0.271484375,0.1591796875,0.19931640625,0.25146484375,0.23017578125000002
168,1,13,0.50390625,0.6,0.2,0.2,0.21484375,0.2294921875,0.2060546875,0.2177734375,0.22246093749999998,0.22890624999999998,0.23730468750000003
169,1,13,0.5078125,1.0,0.0,0.0,0.248046875,0.189453125,0.1298828125,0.1904296875,0.189453125,0.287109375,0.287109375
170,1,14,0.50390625,0.33,0.33,0.33,0.1845703125,0.21875,0.25,0.201171875,0.22107421875,0.23170898437499998,0.20206054687500002
171,1,14,0.50390625,0.4,0.4,0.2,0.185546875,0.1796875,0.267578125,0.162109375,0.21132812500000003,0.229296875,0.20507812500000003
172,1,14,0.5,0.6,0.3,0.1,0.1748046875,0.1669921875,0.23828125,0.1455078125,0.18623046875000002,0.25146484375,0.23017578125000002
173,1,14,0.5078125,0.6,0.2,0.2,0.2216796875,0.263671875,0.1640625,0.1826171875,0.2275390625,0.22890624999999998,0.23730468750000003
174,1,14,0.50390625,1.0,0.0,0.0,0.244140625,0.1669921875,0.111328125,0.1767578125,0.1669921875,0.287109375,0.287109375
175,1,15,0.50390625,0.33,0.33,0.33,0.1767578125,0.1884765625,0.2080078125,0.251953125,0.213984375,0.23170898437499998,0.20206054687500002
176,1,15,0.50390625,0.4,0.4,0.2,0.1953125,0.146484375,0.23046875,0.1640625,0.18359375,0.229296875,0.20507812500000003
177,1,15,0.50390625,0.6,0.3,0.1,0.2138671875,0.1787109375,0.23828125,0.1484375,0.1935546875,0.25146484375,0.23017578125000002
178,1,15,0.5,0.6,0.2,0.2,0.18359375,0.19140625,0.2255859375,0.193359375,0.1986328125,0.22890624999999998,0.23730468750000003
179,1,15,0.50390625,1.0,0.0,0.0,0.234375,0.2197265625,0.10986328125,0.1796875,0.2197265625,0.287109375,0.287109375
180,1,16,0.50390625,0.33,0.33,0.33,0.2001953125,0.130859375,0.1943359375,0.2421875,0.18723632812500002,0.23170898437499998,0.20206054687500002
181,1,16,0.50390625,0.4,0.4,0.2,0.193359375,0.1640625,0.2060546875,0.2138671875,0.19082031250000003,0.229296875,0.20507812500000003
182,1,16,0.5,0.6,0.3,0.1,0.2138671875,0.2109375,0.240234375,0.173828125,0.216015625,0.25146484375,0.23017578125000002
183,1,16,0.5078125,0.6,0.2,0.2,0.203125,0.1572265625,0.2197265625,0.1689453125,0.1720703125,0.22890624999999998,0.23730468750000003
184,1,16,0.50390625,1.0,0.0,0.0,0.2265625,0.162109375,0.10009765625,0.1923828125,0.162109375,0.287109375,0.287109375
185,1,17,0.50390625,0.33,0.33,0.33,0.18359375,0.197265625,0.19921875,0.251953125,0.213984375,0.23170898437499998,0.20206054687500002
186,1,17,0.50390625,0.4,0.4,0.2,0.2158203125,0.203125,0.28125,0.1494140625,0.2236328125,0.229296875,0.20507812500000003
187,1,17,0.50390625,0.6,0.3,0.1,0.1982421875,0.1591796875,0.23046875,0.154296875,0.180078125,0.25146484375,0.23017578125000002
188,1,17,0.50390625,0.6,0.2,0.2,0.1982421875,0.244140625,0.216796875,0.1728515625,0.2244140625,0.22890624999999998,0.23730468750000003
189,1,17,0.50390625,1.0,0.0,0.0,0.251953125,0.1875,0.1171875,0.1904296875,0.1875,0.287109375,0.287109375
190,1,18,0.5,0.33,0.33,0.33,0.1748046875,0.2158203125,0.2041015625,0.21875,0.21076171875,0.23170898437499998,0.20206054687500002
