,prompt,sample,quality_score,bid_1,bid_2,base_alignment,agent1_alignment,agent2_alignment,welfare,best_welfare,vcg_baseline
23,0,3,0.5078125,0.3,0.7,0.2490234375,0.2099609375,0.1748046875,0.1853515625,0.20810546874999997,0.18134765625
24,0,3,0.5078125,0.5,0.5,0.2578125,0.1904296875,0.19140625,0.19091796875,0.20458984375,0.189208984375
25,0,3,0.5078125,0.7,0.3,0.216796875,0.2177734375,0.1591796875,0.2001953125,0.23535156249999997,0.215087890625
26,0,3,0.50390625,0.9,0.1,0.2314453125,0.22265625,0.11474609375,0.21186523437500002,0.244140625,0.240966796875
27,0,3,0.50390625,1.0,0.0,0.2236328125,0.25390625,0.12451171875,0.25390625,0.25390625,0.25390625
28,0,4,0.5078125,0.0,1.0,0.21484375,0.1318359375,0.1533203125,0.1533203125,0.1904296875,0.1904296875
29,0,4,0.51171875,0.1,0.9,0.2353515625,0.1591796875,0.1494140625,0.15039062500000003,0.20410156250000003,0.18740234375
30,0,4,0.51171875,0.3,0.7,0.2314453125,0.1865234375,0.193359375,0.19130859374999998,0.20810546874999997,0.18134765625
31,0,4,0.5078125,0.5,0.5,0.2578125,0.181640625,0.1884765625,0.18505859375,0.20458984375,0.189208984375
32,0,4,0.5078125,0.7,0.3,0.193359375,0.2255859375,0.1611328125,0.20625,0.23535156249999997,0.215087890625
33,0,4,0.51171875,0.9,0.1,0.2734375,0.203125,0.12255859375,0.19506835937500003,0.244140625,0.240966796875
34,0,4,0.51171875,1.0,0.0,0.263671875,0.2158203125,0.1142578125,0.2158203125,0.25390625,0.25390625
35,0,5,0.5078125,0.0,1.0,0.220703125,0.1484375,0.15625,0.15625,0.1904296875,0.1904296875
36,0,5,0.51171875,0.1,0.9,0.236328125,0.158203125,0.1845703125,0.18193359374999998,0.20410156250000003,0.18740234375
37,0,5,0.51171875,0.3,0.7,0.2236328125,0.1689453125,0.162109375,0.16416015625,0.20810546874999997,0.18134765625
38,0,5,0.5078125,0.5,0.5,0.2138671875,0.1923828125,0.1708984375,0.181640625,0.20458984375,0.189208984375
39,0,5,0.5078125,0.7,0.3,0.2470703125,0.2060546875,0.1728515625,0.19609374999999998,0.23535156249999997,0.215087890625
40,0,5,0.51171875,0.9,0.1,0.259765625,0.19921875,0.11767578125,0.191064453125,0.244140625,0.240966796875
41,0,5,0.498046875,1.0,0.0,0.259765625,0.2275390625,0.1298828125,0.2275390625,0.25390625,0.25390625
42,0,6,0.5078125,0.0,1.0,0.2373046875,0.13671875,0.1357421875,0.1357421875,0.1904296875,0.1904296875
43,0,6,0.5078125,0.1,0.9,0.248046875,0.154296875,0.1552734375,0.15517578125,0.20410156250000003,0.18740234375
44,0,6,0.51171875,0.3,0.7,0.2353515625,0.1943359375,0.1865234375,0.18886718749999998,0.20810546874999997,0.18134765625
45,0,6,0.5078125,0.5,0.5,0.2314453125,0.1728515625,0.1826171875,0.177734375,0.20458984375,0.189208984375
46,0,6,0.5078125,0.7,0.3,0.26171875,0.2158203125,0.1435546875,0.19414062499999998,0.23535156249999997,0.215087890625
47,0,6,0.5078125,0.9,0.1,0.255859375,0.234375,0.12109375,0.223046875,0.244140625,0.240966796875
48,0,6,0.5078125,1.0,0.0,0.267578125,0.2177734375,0.1259765625,0.2177734375,0.25390625,0.25390625
49,0,7,0.5078125,0.0,1.0,0.2490234375,0.1533203125,0.1513671875,0.1513671875,0.1904296875,0.1904296875
50,0,7,0.51171875,0.1,0.9,0.263671875,0.1484375,0.1640625,0.1625,0.20410156250000003,0.18740234375
51,0,7,0.51171875,0.3,0.7,0.240234375,0.1796875,0.20703125,0.19882812499999997,0.20810546874999997,0.18134765625
52,0,7,0.5078125,0.5,0.5,0.25,0.1884765625,0.173828125,0.18115234375,0.20458984375,0.189208984375
53,0,7,0.51171875,0.7,0.3,0.2314453125,0.21484375,0.1513671875,0.19580078125,0.23535156249999997,0.215087890625
54,0,7,0.5078125,0.9,0.1,0.26171875,0.1982421875,0.1181640625,0.190234375,0.244140625,0.240966796875
55,0,7,0.50390625,1.0,0.0,0.220703125,0.2177734375,0.11865234375,0.2177734375,0.25390625,0.25390625
56,0,8,0.51171875,0.0,1.0,0.251953125,0.1455078125,0.1630859375,0.1630859375,0.1904296875,0.1904296875
57,0,8,0.51171875,0.1,0.9,0.2470703125,0.14453125,0.1552734375,0.15419921875,0.20410156250000003,0.18740234375
58,0,8,0.51171875,0.3,0.7,0.21875,0.2138671875,0.189453125,0.19677734375,0.20810546874999997,0.18134765625
59,0,8,0.50390625,0.5,0.5,0.2197265625,0.203125,0.16796875,0.185546875,0.20458984375,0.189208984375
60,0,8,0.50390625,0.7,0.3,0.2255859375,0.2109375,0.1796875,0.20156249999999998,0.23535156249999997,0.215087890625
61,0,8,0.5078125,0.9,0.1,0.26171875,0.212890625,0.11865234375,0.20346679687500002,0.244140625,0.240966796875
62,0,8,0.51171875,1.0,0.0,0.26953125,0.1943359375,0.1181640625,0.1943359375,0.25390625,0.25390625
63,0,9,0.5078125,0.0,1.0,0.193359375,0.1328125,0.166015625,0.166015625,0.1904296875,0.1904296875
64,0,9,0.5078125,0.1,0.9,0.248046875,0.1689453125,0.2080078125,0.20410156250000003,0.20410156250000003,0.18740234375
65,0,9,0.5078125,0.3,0.7,0.2353515625,0.1767578125,0.1728515625,0.1740234375,0.20810546874999997,0.18134765625
66,0,9,0.5078125,0.5,0.5,0.2275390625,0.1767578125,0.146484375,0.16162109375,0.20458984375,0.189208984375
67,0,9,0.51171875,0.7,0.3,0.251953125,0.1787109375,0.193359375,0.18310546875,0.23535156249999997,0.215087890625
68,0,9,0.5078125,0.9,0.1,0.263671875,0.2236328125,0.1201171875,0.21328125,0.244140625,0.240966796875
69,0,9,0.5078125,1.0,0.0,0.2373046875,0.2353515625,0.130859375,0.2353515625,0.25390625,0.25390625
70,0,10,0.5078125,0.0,1.0,0.2265625,0.13671875,0.154296875,0.154296875,0.1904296875,0.1904296875
71,0,10,0.51171875,0.1,0.9,0.2431640625,0.138671875,0.1455078125,0.14482421874999998,0.20410156250000003,0.18740234375
72,0,10,0.5078125,0.3,0.7,0.2197265625,0.193359375,0.1552734375,0.16669921875,0.20810546874999997,0.18134765625
73,0,10,0.5078125,0.5,0.5,0.232421875,0.2021484375,0.1767578125,0.189453125,0.20458984375,0.189208984375
74,0,10,0.5078125,0.7,0.3,0.2041015625,0.255859375,0.1875,0.23535156249999997,0.23535156249999997,0.215087890625
75,0,10,0.51171875,0.9,0.1,0.26953125,0.205078125,0.11767578125,0.196337890625,0.244140625,0.240966796875
76,0,10,0.5,1.0,0.0,0.255859375,0.2333984375,0.1318359375,0.2333984375,0.25390625,0.25390625
77,0,11,0.5078125,0.0,1.0,0.2470703125,0.1650390625,0.17578125,0.17578125,0.1904296875,0.1904296875
78,0,11,0.51171875,0.1,0.9,0.26171875,0.1650390625,0.19921875,0.19580078125,0.20410156250000003,0.18740234375
79,0,11,0.5078125,0.3,0.7,0.224609375,0.162109375,0.150390625,0.15390625,0.20810546874999997,0.18134765625
80,0,11,0.5078125,0.5,0.5,0.224609375,0.1865234375,0.1787109375,0.1826171875,0.20458984375,0.189208984375
81,0,11,0.5078125,0.7,0.3,0.2470703125,0.1796875,0.162109375,0.17441406249999997,0.23535156249999997,0.215087890625
82,0,11,0.51171875,0.9,0.1,0.2177734375,0.2099609375,0.115234375,0.20048828125,0.244140625,0.240966796875
83,0,11,0.5078125,1.0,0.0,0.255859375,0.2177734375,0.1201171875,0.2177734375,0.25390625,0.25390625
84,0,12,0.5078125,0.0,1.0,0.2470703125,0.154296875,0.17578125,0.17578125,0.1904296875,0.1904296875
85,0,12,0.5078125,0.1,0.9,0.234375,0.1591796875,0.193359375,0.18994140625000003,0.20410156250000003,0.18740234375
86,0,12,0.5078125,0.3,0.7,0.2255859375,0.2109375,0.1943359375,0.19931640624999997,0.20810546874999997,0.18134765625
87,0,12,0.5078125,0.5,0.5,0.2314453125,0.1962890625,0.173828125,0.18505859375,0.20458984375,0.189208984375
88,0,12,0.51171875,0.7,0.3,0.26171875,0.19921875,0.142578125,0.18222656249999997,0.23535156249999997,0.215087890625
89,0,12,0.51171875,0.9,0.1,0.26171875,0.189453125,0.119140625,0.18242187499999998,0.244140625,0.240966796875
90,0,12,0.50390625,1.0,0.0,0.2578125,0.228515625,0.125,0.228515625,0.25390625,0.25390625
91,0,13,0.5078125,0.0,1.0,0.263671875,0.16796875,0.1708984375,0.1708984375,0.1904296875,0.1904296875
92,0,13,0.51171875,0.1,0.9,0.244140625,0.1484375,0.16015625,0.15898437499999998,0.20410156250000003,0.18740234375
93,0,13,0.51171875,0.3,0.7,0.2451171875,0.185546875,0.1767578125,0.17939453125,0.20810546874999997,0.18134765625
94,0,13,0.51171875,0.5,0.5,0.236328125,0.1904296875,0.2021484375,0.1962890625,0.20458984375,0.189208984375
95,0,13,0.51171875,0.7,0.3,0.24609375,0.216796875,0.1796875,0.20566406249999997,0.23535156249999997,0.215087890625
96,0,13,0.51171875,0.9,0.1,0.265625,0.208984375,0.1181640625,0.19990234375,0.244140625,0.240966796875
97,0,13,0.5078125,1.0,0.0,0.2333984375,0.2470703125,0.12109375,0.2470703125,0.25390625,0.25390625
98,0,14,0.5078125,0.0,1.0,0.2099609375,0.12255859375,0.162109375,0.162109375,0.1904296875,0.1904296875
99,0,14,0.51171875,0.1,0.9,0.2353515625,0.140625,0.16796875,0.16523437500000002,0.20410156250000003,0.18740234375
100,0,14,0.5078125,0.3,0.7,0.251953125,0.1826171875,0.18359375,0.18330078125,0.20810546874999997,0.18134765625
101,0,14,0.51171875,0.5,0.5,0.2451171875,0.1884765625,0.1748046875,0.181640625,0.20458984375,0.189208984375
102,0,14,0.5078125,0.7,0.3,0.25,0.234375,0.1640625,0.21328125,0.23535156249999997,0.215087890625
103,0,14,0.50390625,0.9,0.1,0.2353515625,0.224609375,0.1181640625,0.21396484375,0.244140625,0.240966796875
104,0,14,0.50390625,1.0,0.0,0.2490234375,0.193359375,0.1123046875,0.193359375,0.25390625,0.25390625
105,0,15,0.5078125,0.0,1.0,0.2470703125,0.150390625,0.15234375,0.15234375,0.1904296875,0.1904296875
106,0,15,0.5078125,0.1,0.9,0.251953125,0.1396484375,0.14453125,0.14404296875000003,0.20410156250000003,0.18740234375
107,0,15,0.50390625,0.3,0.7,0.1923828125,0.181640625,0.171875,0.1748046875,0.20810546874999997,0.18134765625
108,0,15,0.51171875,0.5,0.5,0.23046875,0.189453125,0.1826171875,0.18603515625,0.20458984375,0.189208984375
109,0,15,0.5078125,0.7,0.3,0.2412109375,0.2119140625,0.181640625,0.20283203125,0.23535156249999997,0.215087890625
110,0,15,0.50390625,0.9,0.1,0.2177734375,0.2294921875,0.10546875,0.21708984375,0.244140625,0.240966796875
111,0,15,0.5078125,1.0,0.0,0.2451171875,0.2255859375,0.11962890625,0.2255859375,0.25390625,0.25390625
112,0,16,0.51171875,0.0,1.0,0.2578125,0.16015625,0.1552734375,0.1552734375,0.1904296875,0.1904296875
113,0,16,0.51171875,0.1,0.9,0.251953125,0.134765625,0.1640625,0.16113281250000003,0.20410156250000003,0.18740234375
114,0,16,0.5078125,0.3,0.7,0.212890625,0.1884765625,0.1650390625,0.1720703125,0.20810546874999997,0.18134765625
115,0,16,0.51171875,0.5,0.5,0.23828125,0.197265625,0.1904296875,0.19384765625,0.20458984375,0.189208984375
116,0,16,0.51171875,0.7,0.3,0.24609375,0.1806640625,0.1513671875,0.171875,0.23535156249999997,0.215087890625
117,0,16,0.5078125,0.9,0.1,0.2578125,0.21484375,0.1220703125,0.20556640625,0.244140625,0.240966796875
118,0,16,0.5078125,1.0,0.0,0.2578125,0.23046875,0.11767578125,0.23046875,0.25390625,0.25390625
119,0,17,0.5078125,0.0,1.0,0.248046875,0.16015625,0.1904296875,0.1904296875,0.1904296875,0.1904296875
120,0,17,0.51171875,0.1,0.9,0.22265625,0.15625,0.173828125,0.17207031250000002,0.20410156250000003,0.18740234375
121,0,17,0.5078125,0.3,0.7,0.228515625,0.158203125,0.16015625,0.1595703125,0.20810546874999997,0.18134765625
122,0,17,0.51171875,0.5,0.5,0.251953125,0.1845703125,0.224609375,0.20458984375,0.20458984375,0.189208984375
123,0,17,0.5078125,0.7,0.3,0.244140625,0.2158203125,0.15234375,0.19677734375,0.23535156249999997,0.215087890625
124,0,17,0.5078125,0.9,0.1,0.255859375,0.201171875,0.1298828125,0.19404296875000002,0.244140625,0.240966796875
125,0,17,0.51171875,1.0,0.0,0.28125,0.2099609375,0.12890625,0.2099609375,0.25390625,0.25390625
126,0,18,0.51171875,0.0,1.0,0.25,0.1552734375,0.177734375,0.177734375,0.1904296875,0.1904296875
127,0,18,0.5078125,0.1,0.9,0.2431640625,0.1416015625,0.16015625,0.15830078125,0.20410156250000003,0.18740234375
128,0,18,0.5078125,0.3,0.7,0.2333984375,0.171875,0.2236328125,0.20810546874999997,0.20810546874999997,0.18134765625
129,0,18,0.5078125,0.5,0.5,0.2470703125,0.1552734375,0.1630859375,0.1591796875,0.20458984375,0.189208984375
130,0,18,0.5078125,0.7,0.3,0.2314453125,0.1787109375,0.166015625,0.17490234375,0.23535156249999997,0.215087890625
131,0,18,0.5078125,0.9,0.1,0.26953125,0.2158203125,0.119140625,0.20615234375,0.244140625,0.240966796875
132,0,18,0.51171875,1.0,0.0,0.259765625,0.228515625,0.12158203125,0.228515625,0.25390625,0.25390625
133,0,19,0.5078125,0.0,1.0,0.2470703125,0.154296875,0.1494140625,0.1494140625,0.1904296875,0.1904296875
134,0,19,0.50390625,0.1,0.9,0.23046875,0.1357421875,0.15234375,0.15068359375,0.20410156250000003,0.18740234375
135,0,19,0.51171875,0.3,0.7,0.2333984375,0.1962890625,0.171875,0.17919921875,0.20810546874999997,0.18134765625
136,0,19,0.51171875,0.5,0.5,0.2421875,0.185546875,0.166015625,0.17578125,0.20458984375,0.189208984375
137,0,19,0.51171875,0.7,0.3,0.2177734375,0.19140625,0.19140625,0.19140625,0.23535156249999997,0.215087890625
138,0,19,0.5078125,0.9,0.1,0.2451171875,0.22265625,0.12353515625,0.21274414062500002,0.244140625,0.240966796875
139,0,19,0.5078125,1.0,0.0,0.2734375,0.2109375,0.123046875,0.2109375,0.25390625,0.25390625
140,1,0,0.50390625,0.0,1.0,0.212890625,0.1318359375,0.25390625,0.25390625,0.291015625,0.291015625
141,1,0,0.5078125,0.1,0.9,0.2041015625,0.09619140625,0.2470703125,0.231982421875,0.2791015625,0.27236328125000003
142,1,0,0.50390625,0.3,0.7,0.185546875,0.1201171875,0.29296875,0.24111328125,0.26279296875,0.23896484375
143,1,0,0.5078125,0.5,0.5,0.2138671875,0.1845703125,0.314453125,0.24951171875,0.2578125,0.207763671875
144,1,0,0.50390625,0.7,0.3,0.189453125,0.2177734375,0.2392578125,0.22421875,0.24384765625,0.242626953125
145,1,0,0.5078125,0.9,0.1,0.2421875,0.1953125,0.1259765625,0.18837890625,0.27167968750000004,0.27749023437500003
146,1,0,0.50390625,1.0,0.0,0.2431640625,0.1826171875,0.1220703125,0.1826171875,0.294921875,0.294921875
147,1,1,0.5,0.0,1.0,0.2099609375,0.1171875,0.2734375,0.2734375,0.291015625,0.291015625
148,1,1,0.50390625,0.1,0.9,0.1904296875,0.11669921875,0.287109375,0.270068359375,0.2791015625,0.27236328125000003
149,1,1,0.50390625,0.3,0.7,0.2138671875,0.169921875,0.2431640625,0.22119140624999997,0.26279296875,0.23896484375
150,1,1,0.50390625,0.5,0.5,0.220703125,0.224609375,0.259765625,0.2421875,0.2578125,0.207763671875
151,1,1,0.50390625,0.7,0.3,0.212890625,0.1630859375,0.2021484375,0.1748046875,0.24384765625,0.242626953125
152,1,1,0.5078125,0.9,0.1,0.240234375,0.16796875,0.1318359375,0.16435546875,0.27167968750000004,0.27749023437500003
153,1,1,0.5078125,1.0,0.0,0.267578125,0.1875,0.11474609375,0.1875,0.294921875,0.294921875
154,1,2,0.50390625,0.0,1.0,0.21484375,0.115234375,0.2734375,0.2734375,0.291015625,0.291015625
155,1,2,0.5,0.1,0.9,0.1962890625,0.123046875,0.28125,0.2654296875,0.2791015625,0.27236328125000003
156,1,2,0.50390625,0.3,0.7,0.2236328125,0.1796875,0.267578125,0.24121093749999997,0.26279296875,0.23896484375
157,1,2,0.50390625,0.5,0.5,0.2080078125,0.15625,0.2158203125,0.18603515625,0.2578125,0.207763671875
158,1,2,0.5078125,0.7,0.3,0.212890625,0.1748046875,0.24609375,0.19619140624999998,0.24384765625,0.242626953125
159,1,2,0.5078125,0.9,0.1,0.2412109375,0.1923828125,0.146484375,0.18779296875,0.27167968750000004,0.27749023437500003
160,1,2,0.5078125,1.0,0.0,0.1943359375,0.294921875,0.12060546875,0.294921875,0.294921875,0.294921875
161,1,3,0.50390625,0.0,1.0,0.2275390625,0.11083984375,0.287109375,0.287109375,0.291015625,0.291015625
162,1,3,0.50390625,0.1,0.9,0.208984375,0.1015625,0.27734375,0.259765625,0.2791015625,0.27236328125000003
163,1,3,0.5,0.3,0.7,0.2099609375,0.15625,0.2490234375,0.22119140625,0.26279296875,0.23896484375
164,1,3,0.50390625,0.5,0.5,0.203125,0.1923828125,0.232421875,0.21240234375,0.2578125,0.207763671875
165,1,3,0.5,0.7,0.3,0.220703125,0.173828125,0.21484375,0.1861328125,0.24384765625,0.242626953125
166,1,3,0.50390625,0.9,0.1,0.2431640625,0.1865234375,0.1005859375,0.17792968750000002,0.27167968750000004,0.27749023437500003
167,1,3,0.5078125,1.0,0.0,0.2294921875,0.19140625,0.10986328125,0.19140625,0.294921875,0.294921875
168,1,4,0.50390625,0.0,1.0,0.201171875,0.10107421875,0.265625,0.265625,0.291015625,0.291015625
169,1,4,0.5,0.1,0.9,0.2021484375,0.09326171875,0.275390625,0.257177734375,0.2791015625,0.27236328125000003
170,1,4,0.5,0.3,0.7,0.193359375,0.185546875,0.265625,0.24160156249999998,0.26279296875,0.23896484375
171,1,4,0.50390625,0.5,0.5,0.2001953125,0.1630859375,0.2333984375,0.1982421875,0.2578125,0.207763671875
172,1,4,0.50390625,0.7,0.3,0.205078125,0.220703125,0.271484375,0.23593749999999997,0.24384765625,0.242626953125
173,1,4,0.50390625,0.9,0.1,0.24609375,0.224609375,0.1240234375,0.21455078125,0.27167968750000004,0.27749023437500003
174,1,4,0.5078125,1.0,0.0,0.2314453125,0.2080078125,0.12255859375,0.2080078125,0.294921875,0.294921875
175,1,5,0.50390625,0.0,1.0,0.2099609375,0.1259765625,0.271484375,0.271484375,0.291015625,0.291015625
176,1,5,0.50390625,0.1,0.9,0.23046875,0.1123046875,0.28515625,0.26787109375,0.2791015625,0.27236328125000003
177,1,5,0.50390625,0.3,0.7,0.23046875,0.140625,0.26953125,0.23085937499999998,0.26279296875,0.23896484375
178,1,5,0.5,0.5,0.5,0.197265625,0.212890625,0.255859375,0.234375,0.2578125,0.207763671875
179,1,5,0.5,0.7,0.3,0.232421875,0.1875,0.216796875,0.19628906249999997,0.24384765625,0.242626953125
180,1,5,0.5078125,0.9,0.1,0.255859375,0.173828125,0.109375,0.1673828125,0.27167968750000004,0.27749023437500003
181,1,5,0.5078125,1.0,0.0,0.2373046875,0.1982421875,0.123046875,0.1982421875,0.294921875,0.294921875
182,1,6,0.5,0.0,1.0,0.2080078125,0.09912109375,0.291015625,0.291015625,0.291015625,0.291015625
183,1,6,0.5,0.1,0.9,0.205078125,0.10986328125,0.2578125,0.243017578125,0.2791015625,0.27236328125000003
184,1,6,0.50390625,0.3,0.7,0.1923828125,0.2197265625,0.28125,0.26279296875,0.26279296875,0.23896484375
185,1,6,0.5,0.5,0.5,0.203125,0.1923828125,0.2578125,0.22509765625,0.2578125,0.207763671875
186,1,6,0.50390625,0.7,0.3,0.2236328125,0.1494140625,0.23828125,0.17607421875,0.24384765625,0.242626953125
187,1,6,0.5078125,0.9,0.1,0.2265625,0.279296875,0.134765625,0.26484375000000004,0.27167968750000004,0.27749023437500003
188,1,6,0.50390625,1.0,0.0,0.2421875,0.1552734375,0.12109375,0.1552734375,0.294921875,0.294921875
189,1,7,0.50390625,0.0,1.0,0.2001953125,0.11181640625,0.2578125,0.2578125,0.291015625,0.291015625
190,1,7,0.50390625,0.1,0.9,0.2138671875,0.12158203125,0.2734375,0.258251953125,0.2791015625,0.27236328125000003
191,1,7,0.50390625,0.3,0.7,0.20703125,0.150390625,0.259765625,0.22695312499999998,0.26279296875,0.23896484375
192,1,7,0.50390625,0.5,0.5,0.2119140625,0.197265625,0.234375,0.2158203125,0.2578125,0.207763671875
193,1,7,0.50390625,0.7,0.3,0.2080078125,0.1708984375,0.22265625,0.18642578124999998,0.24384765625,0.242626953125
194,1,7,0.50390625,0.9,0.1,0.2578125,0.17578125,0.10595703125,0.168798828125,0.27167968750000004,0.27749023437500003
195,1,7,0.5078125,1.0,0.0,0.2431640625,0.1572265625,0.13671875,0.1572265625,0.294921875,0.294921875
196,1,8,0.50390625,0.0,1.0,0.2138671875,0.11181640625,0.2734375,0.2734375,0.291015625,0.291015625
197,1,8,0.50390625,0.1,0.9,0.2138671875,0.12255859375,0.27734375,0.261865234375,0.2791015625,0.27236328125000003
198,1,8,0.5078125,0.3,0.7,0.19921875,0.17578125,0.240234375,0.2208984375,0.26279296875,0.23896484375
199,1,8,0.5078125,0.5,0.5,0.1796875,0.1923828125,0.2353515625,0.2138671875,0.2578125,0.207763671875
200,1,8,0.50390625,0.7,0.3,0.185546875,0.2421875,0.1708984375,0.22080078125,0.24384765625,0.242626953125
201,1,8,0.5078125,0.9,0.1,0.2412109375,0.185546875,0.13671875,0.1806640625,0.27167968750000004,0.27749023437500003
202,1,8,0.5,1.0,0.0,0.2265625,0.17578125,0.138671875,0.17578125,0.294921875,0.294921875
203,1,9,0.50390625,0.0,1.0,0.201171875,0.1220703125,0.2890625,0.2890625,0.291015625,0.291015625
204,1,9,0.50390625,0.1,0.9,0.2080078125,0.1015625,0.26171875,0.24570312500000002,0.2791015625,0.27236328125000003
205,1,9,0.5,0.3,0.7,0.2080078125,0.20703125,0.251953125,0.2384765625,0.26279296875,0.23896484375
206,1,9,0.50390625,0.5,0.5,0.22265625,0.2060546875,0.2578125,0.23193359375,0.2578125,0.207763671875
207,1,9,0.5,0.7,0.3,0.2119140625,0.158203125,0.25390625,0.18691406249999998,0.24384765625,0.242626953125
208,1,9,0.5078125,0.9,0.1,0.2353515625,0.2158203125,0.10595703125,0.204833984375,0.27167968750000004,0.27749023437500003
209,1,9,0.5078125,1.0,0.0,0.2392578125,0.166015625,0.11962890625,0.166015625,0.294921875,0.294921875
210,1,10,0.50390625,0.0,1.0,0.234375,0.10107421875,0.25390625,0.25390625,0.291015625,0.291015625
211,1,10,0.50390625,0.1,0.9,0.2275390625,0.1357421875,0.27734375,0.26318359375,0.2791015625,0.27236328125000003
212,1,10,0.5,0.3,0.7,0.1943359375,0.1162109375,0.265625,0.22080078124999997,0.26279296875,0.23896484375
213,1,10,0.50390625,0.5,0.5,0.2275390625,0.1669921875,0.248046875,0.20751953125,0.2578125,0.207763671875
214,1,10,0.50390625,0.7,0.3,0.2353515625,0.2158203125,0.25390625,0.22724609375,0.24384765625,0.242626953125
215,1,10,0.5078125,0.9,0.1,0.2412109375,0.1728515625,0.1083984375,0.16640625,0.27167968750000004,0.27749023437500003
216,1,10,0.50390625,1.0,0.0,0.2431640625,0.1748046875,0.095703125,0.1748046875,0.294921875,0.294921875
217,1,11,0.50390625,0.0,1.0,0.216796875,0.115234375,0.287109375,0.287109375,0.291015625,0.291015625
218,1,11,0.50390625,0.1,0.9,0.21484375,0.10498046875,0.28125,0.263623046875,0.2791015625,0.27236328125000003
219,1,11,0.5,0.3,0.7,0.201171875,0.203125,0.24609375,0.23320312499999998,0.26279296875,0.23896484375
220,1,11,0.50390625,0.5,0.5,0.2294921875,0.232421875,0.2470703125,0.23974609375,0.2578125,0.207763671875
221,1,11,0.50390625,0.7,0.3,0.17578125,0.1396484375,0.23046875,0.16689453124999998,0.24384765625,0.242626953125
222,1,11,0.50390625,0.9,0.1,0.240234375,0.1865234375,0.12060546875,0.179931640625,0.27167968750000004,0.27749023437500003
223,1,11,0.5078125,1.0,0.0,0.21875,0.19140625,0.10546875,0.19140625,0.294921875,0.294921875
224,1,12,0.50390625,0.0,1.0,0.1982421875,0.103515625,0.2421875,0.2421875,0.291015625,0.291015625
225,1,12,0.50390625,0.1,0.9,0.2080078125,0.11279296875,0.26953125,0.253857421875,0.2791015625,0.27236328125000003
226,1,12,0.50390625,0.3,0.7,0.2021484375,0.1650390625,0.26171875,0.23271484374999998,0.26279296875,0.23896484375
227,1,12,0.5,0.5,0.5,0.205078125,0.154296875,0.236328125,0.1953125,0.2578125,0.207763671875
228,1,12,0.5078125,0.7,0.3,0.2431640625,0.2275390625,0.2158203125,0.22402343749999998,0.24384765625,0.242626953125
