method,prompt_idx,b1,b2,a1_mean,a1_std,a2_mean,a2_std,a1_wo,a2_wo,n_samples,welfare
numerical_baseline,3,0.5,0.5,0.173046875,0.030776441169418654,0.20869140625,0.07932699599184896,0.1689453125,0.291015625,5,0.190869140625
numerical_baseline,3,0.7,0.3,0.16015625,0.01080856622127864,0.1783203125,0.05344215417414831,0.15234375,0.2412109375,5,0.16560546874999998
numerical_baseline,3,0.9,0.1,0.1568359375,0.015573033701309111,0.184375,0.04274288113755849,0.1826171875,0.1533203125,5,0.15958984375
numerical_baseline,3,1.0,0.0,0.192578125,0.014006098917427566,0.09541015625,0.005231677826554248,0.203125,0.10400390625,5,0.192578125
numerical_baseline,4,0.0,0.0,0.09287109375,0.008453049636476665,0.1064453125,0.004339938680329877,0.09619140625,0.1083984375,5,0.0
numerical_baseline,4,0.0,1.0,0.09814453125,0.007493168580675199,0.13701171875,0.016405087384401332,0.107421875,0.154296875,5,0.13701171875
numerical_baseline,4,0.1,0.9,0.1755859375,0.012456436540170581,0.14091796875,0.024383770269658395,0.1767578125,0.1728515625,5,0.144384765625
numerical_baseline,4,0.3,0.7,0.156640625,0.05542626701699704,0.12060546875,0.03779372576761202,0.1865234375,0.181640625,5,0.131416015625
numerical_baseline,4,0.5,0.5,0.1970703125,0.01541608379739931,0.1341796875,0.027112583113490633,0.2216796875,0.1474609375,5,0.16562500000000002
numerical_baseline,4,0.7,0.3,0.190234375,0.013556291556745316,0.1275390625,0.025567014262966918,0.19921875,0.11474609375,5,0.17142578125
numerical_baseline,4,0.9,0.1,0.1888671875,0.014043498447068398,0.12880859375,0.026377132094565926,0.2080078125,0.166015625,5,0.182861328125
numerical_baseline,4,1.0,0.0,0.178125,0.015603623072175117,0.095703125,0.004339938680329877,0.1943359375,0.09619140625,5,0.178125
auction,0,0.0,0.0,0.1769140625,0.013874455778821819,0.130419921875,0.008600615128441786,0.1796875,0.1162109375,50,0.0
auction,0,0.0,1.0,0.147509765625,0.019853020019496813,0.2017578125,0.02631065900474617,0.15234375,0.2412109375,50,0.2017578125
auction,0,0.1,0.9,0.14775390625,0.01777192627153368,0.1939453125,0.023553470525005893,0.169921875,0.2275390625,50,0.189326171875
auction,0,0.3,0.7,0.157236328125,0.019998615859266898,0.19427734375,0.03005464650054165,0.1796875,0.2392578125,50,0.18316503906249998
auction,0,0.5,0.5,0.165068359375,0.018525926895064635,0.20779296875,0.0214701385606534,0.1943359375,0.2314453125,50,0.1864306640625
auction,0,0.7,0.3,0.18861328125,0.019861299728524563,0.17978515625,0.029069623779318463,0.2314453125,0.2353515625,50,0.18596484374999997
auction,0,0.9,0.1,0.20375,0.01931053542344806,0.134912109375,0.011032788224285066,0.26953125,0.1591796875,50,0.19686621093749998
auction,0,1.0,0.0,0.20486328125,0.019014498889363143,0.13482421875,0.010435528966844047,0.24609375,0.142578125,50,0.20486328125
auction,1,0.0,0.0,0.0876953125,0.010932997063009538,0.0928857421875,0.013922369872398938,0.0849609375,0.1201171875,50,0.0
auction,1,0.0,1.0,0.0789697265625,0.01547544961420607,0.23451171875,0.055901755143082654,0.068359375,0.2890625,50,0.23451171875
auction,1,0.1,0.9,0.0870458984375,0.021388088883088477,0.23865234375,0.03734614671650225,0.0810546875,0.287109375,50,0.22349169921875
auction,1,0.3,0.7,0.173603515625,0.042255341872882,0.2348828125,0.03770162136919831,0.1845703125,0.3046875,50,0.2164990234375
auction,1,0.5,0.5,0.191708984375,0.038192450291042436,0.223232421875,0.04885250208619577,0.244140625,0.259765625,50,0.207470703125
auction,1,0.7,0.3,0.1823046875,0.03371064605648252,0.199423828125,0.052878493227815924,0.259765625,0.2333984375,50,0.1874404296875
auction,1,0.9,0.1,0.1904296875,0.03442564791221367,0.107431640625,0.027608758806131447,0.279296875,0.10693359375,50,0.1821298828125
auction,1,1.0,0.0,0.18107421875,0.01595056286220688,0.092861328125,0.011672025159892232,0.2392578125,0.07080078125,50,0.18107421875
auction,2,0.0,0.0,0.109990234375,0.009028723184989883,0.1605859375,0.009437570216153173,0.1044921875,0.1513671875,50,0.0
auction,2,0.0,1.0,0.09439453125,0.009789233262147258,0.2226171875,0.019868109094936307,0.1015625,0.263671875,50,0.2226171875
auction,2,0.1,0.9,0.098525390625,0.01194952813097086,0.2227734375,0.022600997568235796,0.09716796875,0.2578125,50,0.21034863281250002
auction,2,0.3,0.7,0.142421875,0.044402367381072894,0.21580078125,0.02034295641842739,0.25390625,0.2333984375,50,0.193787109375
auction,2,0.5,0.5,0.162109375,0.043125411953745384,0.21119140625,0.027900258049696893,0.279296875,0.1962890625,50,0.186650390625
auction,2,0.7,0.3,0.2006640625,0.038685119034453305,0.17505859375,0.028461743030802646,0.283203125,0.197265625,50,0.19298242187499998
auction,2,0.9,0.1,0.1924609375,0.03406809178293362,0.1537109375,0.019849527245348674,0.30078125,0.1552734375,50,0.18858593750000002
auction,2,1.0,0.0,0.19943359375,0.03525536645369721,0.15736328125,0.016720143634248848,0.298828125,0.154296875,50,0.19943359375
auction,3,0.0,0.0,0.15669921875,0.0076621016479257,0.0971484375,0.012631129455900308,0.154296875,0.08837890625,50,0.0
auction,3,0.0,1.0,0.145595703125,0.012208302708018533,0.23005859375,0.03910039317191557,0.1220703125,0.310546875,50,0.23005859375
auction,3,0.1,0.9,0.14404296875,0.012940910177999561,0.225732421875,0.033510940519817255,0.1416015625,0.287109375,50,0.2175634765625
auction,3,0.3,0.7,0.17724609375,0.023903095209693557,0.20484375,0.051426522198979224,0.203125,0.287109375,50,0.19656445312499998
auction,3,0.5,0.5,0.18591796875,0.01811993822883546,0.22998046875,0.03223546930681117,0.1845703125,0.283203125,50,0.20794921875
auction,3,0.7,0.3,0.1915234375,0.017803263442806402,0.188740234375,0.05360567814586889,0.2197265625,0.224609375,50,0.1906884765625
auction,3,0.9,0.1,0.2058203125,0.01473330538567946,0.0926904296875,0.013443407300072442,0.248046875,0.06884765625,50,0.19450732421875
auction,3,1.0,0.0,0.2082421875,0.011051291157706034,0.093271484375,0.009653619683998249,0.24609375,0.08447265625,50,0.2082421875
auction,4,0.0,0.0,0.097236328125,0.007414351603149338,0.1098828125,0.007783773117755976,0.1025390625,0.10546875,50,0.0
auction,4,0.0,1.0,0.097314453125,0.010376430835831481,0.128857421875,0.01491873350109172,0.09619140625,0.1728515625,50,0.128857421875
auction,4,0.1,0.9,0.096201171875,0.008753832319827216,0.13189453125,0.015910331218708135,0.087890625,0.1826171875,50,0.1283251953125
auction,4,0.3,0.7,0.177734375,0.02987609030533943,0.131953125,0.02174473000737215,0.17578125,0.1982421875,50,0.1456875
auction,4,0.5,0.5,0.185224609375,0.019316221560495034,0.128994140625,0.023056291195832024,0.181640625,0.2001953125,50,0.157109375
auction,4,0.7,0.3,0.18677734375,0.018890776212369134,0.120712890625,0.023797886365896987,0.2001953125,0.1953125,50,0.16695800781249998
auction,4,0.9,0.1,0.1871484375,0.013526985997898444,0.10541015625,0.01160595227517707,0.212890625,0.1279296875,50,0.178974609375
auction,4,1.0,0.0,0.1898828125,0.013054577342703207,0.10599609375,0.01091243440823388,0.2080078125,0.10546875,50,0.1898828125
